instance,makespan,execution_time,machine_id,jobs
ins48_m=2_j=10_t=15_var=8,44.0,2.050732135772705,0,5;6;8;7;2
ins48_m=2_j=10_t=15_var=8,44.0,2.050732135772705,1,9;3;1;0;4
