instance,makespan,execution_time,machine_id,jobs
ins8_m=2_j=10_t=10_var=8,36.0,1.999164342880249,0,7;5;2;9;8
ins8_m=2_j=10_t=10_var=8,36.0,1.999164342880249,1,2;3;9;6;5
