instance,generation,min,avg,max,std,execution_time,best_makespan
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,0,2509.0,2791.37,3167.0,148.0675963875959,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,1,2509.0,2672.52,2977.0,86.3330157008314,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,2,2509.0,2609.7,2680.0,30.706188301383158,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,3,2509.0,2585.2,2677.0,26.014995675571427,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,4,2509.0,2564.5,2649.0,26.684639776470657,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,5,2488.0,2541.9,2614.0,24.070521390281517,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,6,2488.0,2521.16,2628.0,19.132025506986974,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,7,2488.0,2509.78,2554.0,11.697504007265826,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,8,2484.0,2503.88,2537.0,10.078968201160276,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,9,2474.0,2498.58,2530.0,10.828831885295847,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,10,2474.0,2490.64,2544.0,9.111004335417693,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,11,2425.0,2486.25,2551.0,10.86864756996012,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,12,2425.0,2480.8,2561.0,15.365545873804809,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,13,2421.0,2471.3,2509.0,16.603312922426053,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,14,2421.0,2463.18,2537.0,24.213789459727284,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,15,2411.0,2444.66,2495.0,24.7924262628731,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,16,2390.0,2425.95,2474.0,14.109128250887792,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,17,2390.0,2418.92,2512.0,15.65099357868375,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,18,2390.0,2410.34,2502.0,16.56817431100965,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,19,2390.0,2401.75,2474.0,18.005207580030838,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,20,2390.0,2391.78,2474.0,9.395296695687687,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,21,2390.0,2393.87,2474.0,14.364995649146572,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,22,2390.0,2393.41,2491.0,13.934916576714766,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,23,2390.0,2394.93,2467.0,15.764044531781812,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,24,2390.0,2395.25,2488.0,18.26383037590965,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,25,2390.0,2394.05,2474.0,15.925686798377013,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,26,2390.0,2392.85,2460.0,11.206582886857172,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,27,2383.0,2392.01,2463.0,9.679354317308567,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,28,2383.0,2395.08,2491.0,18.124944137844953,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,29,2383.0,2393.48,2481.0,16.08507382637705,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,30,2383.0,2392.89,2481.0,16.15542942790442,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,31,2362.0,2388.65,2439.0,7.893509992392484,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,32,2362.0,2384.53,2411.0,6.160284084358447,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,33,2334.0,2380.17,2460.0,12.382289772089813,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,34,2334.0,2376.2,2425.0,15.490642336585015,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,35,2334.0,2363.63,2446.0,15.99728414450403,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,36,2334.0,2354.02,2425.0,16.59516797143072,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,37,2334.0,2346.53,2418.0,16.866804676642225,,
ins478_m=4_j=60_t=120_sw=h_dens=d_var=18,38,2334.0,2337.57,2418.0,13.734813431568703,,
