instance,makespan,execution_time,machine_id,jobs
ins60_m=2_j=10_t=15_var=20,40.0,2.0294556617736816,0,9;2;0;7;8
ins60_m=2_j=10_t=15_var=20,40.0,2.0294556617736816,1,1;2;0;4;7
