instance,execution_time,initial_makespan,best_makespan,improvement,improvement_pct,num_machines,num_jobs,num_tools,folder
ins495_m=6_j=80_t=120_sw=l_dens=s_var=15,14.514107465744019,377.0,308.0,69.0,18.30238726790451,6,80,120,SSP-NPM-II
ins496_m=6_j=80_t=120_sw=l_dens=s_var=16,14.685845136642456,478.0,430.0,48.0,10.0418410041841,6,80,120,SSP-NPM-II
ins497_m=6_j=80_t=120_sw=l_dens=s_var=17,14.52331280708313,437.0,334.0,103.0,23.569794050343248,6,80,120,SSP-NPM-II
ins498_m=6_j=80_t=120_sw=l_dens=s_var=18,14.667387962341309,513.0,420.0,93.0,18.128654970760234,6,80,120,SSP-NPM-II
ins499_m=6_j=80_t=120_sw=l_dens=s_var=19,14.646828174591064,397.0,343.0,54.0,13.602015113350127,6,80,120,SSP-NPM-II
ins500_m=6_j=80_t=120_sw=l_dens=s_var=20,14.756375312805176,472.0,425.0,47.0,9.957627118644067,6,80,120,SSP-NPM-II
ins501_m=6_j=80_t=120_sw=l_dens=d_var=1,14.469452857971191,1332.0,1108.0,224.0,16.816816816816818,6,80,120,SSP-NPM-II
ins502_m=6_j=80_t=120_sw=l_dens=d_var=2,14.517033100128174,1292.0,1134.0,158.0,12.229102167182662,6,80,120,SSP-NPM-II
ins503_m=6_j=80_t=120_sw=l_dens=d_var=3,14.546390056610107,1430.0,1278.0,152.0,10.62937062937063,6,80,120,SSP-NPM-II
ins504_m=6_j=80_t=120_sw=l_dens=d_var=4,14.327955961227417,1318.0,1145.0,173.0,13.125948406676782,6,80,120,SSP-NPM-II
ins505_m=6_j=80_t=120_sw=l_dens=d_var=5,14.605547904968262,1387.0,1240.0,147.0,10.598413842826243,6,80,120,SSP-NPM-II
ins506_m=6_j=80_t=120_sw=l_dens=d_var=6,14.814429759979248,1400.0,1297.0,103.0,7.357142857142857,6,80,120,SSP-NPM-II
ins507_m=6_j=80_t=120_sw=l_dens=d_var=7,14.597427368164062,1357.0,1185.0,172.0,12.675018422991894,6,80,120,SSP-NPM-II
ins508_m=6_j=80_t=120_sw=l_dens=d_var=8,14.779852628707886,1336.0,1128.0,208.0,15.568862275449103,6,80,120,SSP-NPM-II
ins509_m=6_j=80_t=120_sw=l_dens=d_var=9,14.62316083908081,1372.0,1205.0,167.0,12.17201166180758,6,80,120,SSP-NPM-II
ins510_m=6_j=80_t=120_sw=l_dens=d_var=10,14.40152359008789,1296.0,1136.0,160.0,12.345679012345679,6,80,120,SSP-NPM-II
ins511_m=6_j=80_t=120_sw=l_dens=d_var=11,14.37633752822876,1510.0,1342.0,168.0,11.125827814569536,6,80,120,SSP-NPM-II
ins512_m=6_j=80_t=120_sw=l_dens=d_var=12,14.823867797851562,1359.0,1239.0,120.0,8.830022075055188,6,80,120,SSP-NPM-II
ins513_m=6_j=80_t=120_sw=l_dens=d_var=13,15.44801115989685,1428.0,1286.0,142.0,9.943977591036415,6,80,120,SSP-NPM-II
ins514_m=6_j=80_t=120_sw=l_dens=d_var=14,15.283188343048096,1734.0,1590.0,144.0,8.304498269896193,6,80,120,SSP-NPM-II
ins515_m=6_j=80_t=120_sw=l_dens=d_var=15,15.074370384216309,1377.0,1206.0,171.0,12.418300653594772,6,80,120,SSP-NPM-II
ins516_m=6_j=80_t=120_sw=l_dens=d_var=16,15.16391658782959,1266.0,1141.0,125.0,9.873617693522906,6,80,120,SSP-NPM-II
ins517_m=6_j=80_t=120_sw=l_dens=d_var=17,15.138296365737915,1363.0,1262.0,101.0,7.410124724871607,6,80,120,SSP-NPM-II
ins518_m=6_j=80_t=120_sw=l_dens=d_var=18,14.931131839752197,1341.0,1183.0,158.0,11.782252050708426,6,80,120,SSP-NPM-II
ins519_m=6_j=80_t=120_sw=l_dens=d_var=19,14.933382511138916,1342.0,1149.0,193.0,14.381520119225039,6,80,120,SSP-NPM-II
ins520_m=6_j=80_t=120_sw=l_dens=d_var=20,14.956294059753418,1608.0,1524.0,84.0,5.223880597014925,6,80,120,SSP-NPM-II
ins521_m=6_j=80_t=120_sw=h_dens=s_var=1,14.94669246673584,777.0,648.0,129.0,16.602316602316602,6,80,120,SSP-NPM-II
ins522_m=6_j=80_t=120_sw=h_dens=s_var=2,15.07545018196106,784.0,688.0,96.0,12.244897959183673,6,80,120,SSP-NPM-II
ins523_m=6_j=80_t=120_sw=h_dens=s_var=3,15.095813512802124,799.0,609.0,190.0,23.779724655819777,6,80,120,SSP-NPM-II
