instance,generation,min,avg,max,std,execution_time,best_makespan
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,0,278.0,356.04,450.0,35.38104577312548,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,1,278.0,328.34,398.0,23.38,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,2,275.0,311.42,351.0,16.59528848800165,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,3,275.0,296.9,328.0,11.143159336561602,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,4,275.0,287.2,328.0,9.413819628609843,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,5,267.0,280.01,298.0,4.257922028407753,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,6,267.0,278.07,306.0,4.096962289306553,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,7,255.0,275.99,306.0,5.08624615998872,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,8,254.0,273.55,289.0,6.605111656891199,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,9,254.0,268.85,275.0,8.551461863330736,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,10,254.0,261.77,275.0,8.781634244262282,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,11,247.0,255.02,275.0,3.446679561549057,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,12,237.0,254.18,275.0,3.7904617133009006,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,13,237.0,253.65,275.0,4.524102120863321,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,14,237.0,252.05,282.0,6.104711295384901,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,15,237.0,249.46,282.0,6.850430643397538,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,16,237.0,245.76,268.0,5.936530973556864,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,17,233.0,242.22,268.0,6.10832219189525,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,18,233.0,238.95,275.0,6.025570512407933,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,19,233.0,237.16,261.0,3.6461486530310303,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,20,233.0,238.14,282.0,9.092876332602351,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,21,233.0,234.7,268.0,4.869291529575939,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,22,233.0,234.21,261.0,4.157631537305825,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,23,233.0,233.93,275.0,5.2004903614947695,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,24,233.0,234.53,261.0,5.380436785243369,,
ins204_m=4_j=40_t=60_sw=h_dens=s_var=4,25,233.0,233.22,247.0,1.4938540758722045,,
