instance,makespan,execution_time,machine_id,jobs
ins32_m=2_j=15_t=10_var=12,46.0,2.294015645980835,0,10;0;6;3;4;9;11
ins32_m=2_j=15_t=10_var=12,46.0,2.294015645980835,1,9;13;11;7;5;6;14
