instance,generation,min,avg,max,std,execution_time,best_makespan
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,0,1302.0,1456.45,1607.0,73.54881032348517,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,1,1300.0,1398.52,1539.0,42.443722739646674,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,2,1300.0,1367.48,1428.0,32.19642216147627,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,3,1300.0,1333.02,1436.0,28.035684403987716,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,4,1272.0,1313.43,1378.0,16.27529108802666,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,5,1300.0,1303.48,1323.0,5.382341497898475,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,6,1274.0,1300.63,1344.0,5.821778078903387,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,7,1274.0,1301.43,1370.0,10.240366204389375,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,8,1274.0,1301.37,1419.0,13.40571146937006,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,9,1272.0,1299.79,1391.0,12.223170619769649,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,10,1272.0,1295.09,1321.0,9.935889492139092,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,11,1272.0,1291.1,1337.0,13.444329659748753,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,12,1272.0,1281.74,1398.0,16.117456374999126,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,13,1258.0,1273.41,1295.0,4.173954959028667,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,14,1258.0,1273.11,1398.0,12.95908561589127,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,15,1258.0,1272.02,1321.0,8.251036298550623,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,16,1258.0,1272.29,1384.0,20.031123283530558,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,17,1253.0,1266.03,1356.0,11.420556028495286,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,18,1253.0,1261.87,1377.0,14.330146544958986,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,19,1216.0,1258.87,1356.0,12.7880060994668,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,20,1216.0,1254.05,1307.0,12.921590459382314,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,21,1216.0,1247.79,1342.0,16.35132716326109,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,22,1216.0,1236.1,1293.0,15.755951256588732,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,23,1216.0,1227.21,1307.0,13.612710971735206,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,24,1216.0,1219.43,1265.0,7.506337322556187,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,25,1216.0,1218.03,1335.0,13.691935582670549,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,26,1216.0,1219.15,1342.0,17.27100170806546,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,27,1216.0,1216.84,1300.0,8.35789447169561,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,28,1216.0,1217.61,1286.0,8.621942936484794,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,29,1216.0,1216.98,1279.0,7.14,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,30,1216.0,1216.63,1279.0,6.2684208537717065,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,31,1216.0,1219.5,1335.0,16.609334724786542,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,32,1202.0,1216.56,1272.0,5.913239382944005,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,33,1202.0,1215.86,1251.0,4.745566351869923,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,34,1202.0,1214.04,1230.0,5.055531623874981,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,35,1195.0,1212.22,1279.0,9.413373465447973,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,36,1195.0,1206.55,1265.0,9.358819369984657,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,37,1188.0,1202.7,1272.0,9.260129588726068,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,38,1188.0,1201.02,1300.0,11.200874965822983,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,39,1188.0,1199.41,1328.0,14.87084059493612,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,40,1188.0,1194.56,1258.0,9.338436700004987,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,41,1188.0,1192.69,1293.0,15.209664690584077,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,42,1188.0,1190.45,1258.0,10.995794650683507,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,43,1188.0,1188.12,1200.0,1.1939849245279435,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,44,1188.0,1189.24,1293.0,10.531970375955297,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,45,1188.0,1188.84,1237.0,5.962751042933118,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,46,1188.0,1189.78,1265.0,10.496266002726877,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,47,1188.0,1190.66,1272.0,12.115461196339163,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,48,1188.0,1190.1,1279.0,11.134181604410808,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,49,1188.0,1189.54,1251.0,8.886416600632677,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,50,1188.0,1189.75,1286.0,12.339671794662936,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,51,1188.0,1189.82,1251.0,8.721674151216611,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,52,1188.0,1188.96,1272.0,8.43080067372014,,
ins603_m=6_j=120_t=120_sw=h_dens=s_var=3,53,1188.0,1189.05,1293.0,10.447368089619506,,
