instance,solution_id,iterations,execution_time,tool_switches,makespan
ins121_m=3_j=15_t=20_var=1.csv,iter_265_perturbed_vnd_insertion_vnd_insertion,2250,221.02449131011963,10,76
ins121_m=3_j=15_t=20_var=1.csv,iter_2246_perturbed,2250,221.02449131011963,10,76
ins121_m=3_j=15_t=20_var=1.csv,iter_39_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_insertion_vnd_job_exchange_vnd_swap_vnd_job_exchange_vnd_insertion_vnd_job_exchange_vnd_swap,2250,221.02449131011963,11,62
ins121_m=3_j=15_t=20_var=1.csv,iter_2229_perturbed_vnd_job_exchange_vnd_job_exchange,2250,221.02449131011963,11,62
ins121_m=3_j=15_t=20_var=1.csv,iter_2175_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_insertion,2250,221.02449131011963,13,52
ins121_m=3_j=15_t=20_var=1.csv,iter_2243_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_insertion,2250,221.02449131011963,13,52
ins121_m=3_j=15_t=20_var=1.csv,iter_2242_perturbed_vnd_job_exchange_vnd_insertion_vnd_two_opt,2250,221.02449131011963,14,45
ins121_m=3_j=15_t=20_var=1.csv,iter_2216_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_insertion_vnd_swap_vnd_insertion_vnd_insertion_vnd_swap,2250,221.02449131011963,15,42
ins121_m=3_j=15_t=20_var=1.csv,iter_1376_perturbed_vnd_job_exchange_vnd_swap_vnd_insertion_vnd_job_exchange_vnd_swap_vnd_job_exchange,2250,221.02449131011963,17,41
ins121_m=3_j=15_t=20_var=1.csv,iter_1624_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap,2250,221.02449131011963,17,41
