instance,solution_id,iterations,execution_time,tool_switches,makespan
ins121_m=3_j=15_t=20_var=1.csv,iter_585_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange,2250,226.6105978488922,10,76
ins121_m=3_j=15_t=20_var=1.csv,iter_2233_perturbed,2250,226.6105978488922,10,76
ins121_m=3_j=15_t=20_var=1.csv,iter_2222_perturbed,2250,226.6105978488922,11,62
ins121_m=3_j=15_t=20_var=1.csv,iter_1435_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_one_block_vnd_insertion_vnd_insertion_vnd_insertion,2250,226.6105978488922,12,59
ins121_m=3_j=15_t=20_var=1.csv,iter_625_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_insertion_vnd_swap,2250,226.6105978488922,13,52
ins121_m=3_j=15_t=20_var=1.csv,iter_2204_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange,2250,226.6105978488922,13,52
ins121_m=3_j=15_t=20_var=1.csv,iter_2231_perturbed_vnd_job_exchange_vnd_swap_vnd_insertion_vnd_insertion_vnd_insertion,2250,226.6105978488922,14,45
ins121_m=3_j=15_t=20_var=1.csv,iter_2245_perturbed_vnd_job_exchange_vnd_insertion_vnd_insertion,2250,226.6105978488922,15,43
ins121_m=3_j=15_t=20_var=1.csv,iter_1359_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_job_exchange_vnd_insertion_vnd_job_exchange_vnd_insertion,2250,226.6105978488922,17,41
ins121_m=3_j=15_t=20_var=1.csv,iter_1974_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap,2250,226.6105978488922,17,41
