instance,solution_id,iterations,execution_time,tool_switches,makespan
ins121_m=3_j=15_t=20_var=1.csv,iter_37_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_insertion,2250,234.13619589805603,10,76
ins121_m=3_j=15_t=20_var=1.csv,iter_2201_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_one_block,2250,234.13619589805603,10,76
ins121_m=3_j=15_t=20_var=1.csv,iter_2232_perturbed_vnd_two_opt,2250,234.13619589805603,11,62
ins121_m=3_j=15_t=20_var=1.csv,iter_102_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange,2250,234.13619589805603,12,61
ins121_m=3_j=15_t=20_var=1.csv,iter_2199_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_insertion,2250,234.13619589805603,13,52
ins121_m=3_j=15_t=20_var=1.csv,iter_2247_perturbed_vnd_job_exchange_vnd_swap_vnd_swap_vnd_swap,2250,234.13619589805603,14,45
ins121_m=3_j=15_t=20_var=1.csv,iter_2230_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_insertion_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_insertion_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange,2250,234.13619589805603,15,43
ins121_m=3_j=15_t=20_var=1.csv,iter_2220_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_insertion,2250,234.13619589805603,16,42
ins121_m=3_j=15_t=20_var=1.csv,iter_293_perturbed_vnd_job_exchange_vnd_swap_vnd_swap,2250,234.13619589805603,18,41
ins121_m=3_j=15_t=20_var=1.csv,iter_2219_perturbed_vnd_job_exchange_vnd_swap_vnd_job_exchange,2250,234.13619589805603,18,41
