instance,solution_id,iterations,execution_time,tool_switches,makespan
ins121_m=3_j=15_t=20_var=1.csv,iter_16_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_insertion,2250,219.50274634361267,10,76
ins121_m=3_j=15_t=20_var=1.csv,iter_2249_perturbed_vnd_job_exchange_vnd_job_exchange,2250,219.50274634361267,10,76
ins121_m=3_j=15_t=20_var=1.csv,iter_55_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_swap_vnd_swap,2250,219.50274634361267,11,62
ins121_m=3_j=15_t=20_var=1.csv,iter_1986_perturbed_vnd_swap_vnd_two_opt,2250,219.50274634361267,11,62
ins121_m=3_j=15_t=20_var=1.csv,iter_2217_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_one_block_vnd_insertion_vnd_swap,2250,219.50274634361267,13,52
ins121_m=3_j=15_t=20_var=1.csv,iter_2241_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_swap_vnd_one_block,2250,219.50274634361267,13,52
ins121_m=3_j=15_t=20_var=1.csv,iter_2211_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_insertion_vnd_insertion,2250,219.50274634361267,14,45
ins121_m=3_j=15_t=20_var=1.csv,iter_2107_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_job_exchange_vnd_one_block_vnd_insertion_vnd_insertion_vnd_job_exchange,2250,219.50274634361267,15,42
ins121_m=3_j=15_t=20_var=1.csv,iter_856_perturbed_vnd_job_exchange_vnd_swap_vnd_insertion_vnd_job_exchange_vnd_swap_vnd_job_exchange,2250,219.50274634361267,17,41
ins121_m=3_j=15_t=20_var=1.csv,iter_1812_perturbed_vnd_job_exchange_vnd_swap_vnd_job_exchange,2250,219.50274634361267,17,41
