instance,solution_id,iterations,execution_time,tool_switches,makespan
ins121_m=3_j=15_t=20_var=1.csv,iter_1215_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_one_block,2250,233.95645022392273,10,76
ins121_m=3_j=15_t=20_var=1.csv,iter_2165_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange,2250,233.95645022392273,10,76
ins121_m=3_j=15_t=20_var=1.csv,iter_1883_perturbed_vnd_job_exchange_vnd_swap_vnd_job_exchange_vnd_job_exchange_vnd_one_block,2250,233.95645022392273,11,62
ins121_m=3_j=15_t=20_var=1.csv,iter_1402_perturbed_vnd_job_exchange_vnd_insertion,2250,233.95645022392273,12,61
ins121_m=3_j=15_t=20_var=1.csv,iter_1387_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap,2250,233.95645022392273,13,52
ins121_m=3_j=15_t=20_var=1.csv,iter_2249_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_insertion,2250,233.95645022392273,13,52
ins121_m=3_j=15_t=20_var=1.csv,iter_2173_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_swap_vnd_insertion_vnd_insertion_vnd_swap_vnd_insertion,2250,233.95645022392273,14,44
ins121_m=3_j=15_t=20_var=1.csv,iter_2210_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_job_exchange_vnd_swap,2250,233.95645022392273,15,42
ins121_m=3_j=15_t=20_var=1.csv,iter_1694_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_job_exchange,2250,233.95645022392273,18,41
ins121_m=3_j=15_t=20_var=1.csv,iter_1828_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_one_block_vnd_job_exchange,2250,233.95645022392273,18,41
