instance,solution_id,iterations,execution_time,tool_switches,makespan
ins121_m=3_j=15_t=20_var=1.csv,iter_68_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange,2250,220.21115398406982,10,76
ins121_m=3_j=15_t=20_var=1.csv,iter_2234_perturbed_vnd_one_block,2250,220.21115398406982,10,76
ins121_m=3_j=15_t=20_var=1.csv,iter_36_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_job_exchange_vnd_two_opt,2250,220.21115398406982,11,62
ins121_m=3_j=15_t=20_var=1.csv,iter_1986_perturbed_vnd_swap_vnd_two_opt,2250,220.21115398406982,11,62
ins121_m=3_j=15_t=20_var=1.csv,iter_2126_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_swap_vnd_one_block,2250,220.21115398406982,13,52
ins121_m=3_j=15_t=20_var=1.csv,iter_2191_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_insertion,2250,220.21115398406982,13,52
ins121_m=3_j=15_t=20_var=1.csv,iter_2242_perturbed_vnd_job_exchange_vnd_insertion_vnd_job_exchange_vnd_swap_vnd_swap,2250,220.21115398406982,14,45
ins121_m=3_j=15_t=20_var=1.csv,iter_2233_perturbed_vnd_job_exchange_vnd_one_block_vnd_insertion,2250,220.21115398406982,15,42
ins121_m=3_j=15_t=20_var=1.csv,iter_696_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_insertion_vnd_job_exchange,2250,220.21115398406982,18,41
ins121_m=3_j=15_t=20_var=1.csv,iter_2060_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_swap_vnd_job_exchange,2250,220.21115398406982,18,41
