instance,solution_id,iterations,execution_time,tool_switches,makespan
ins121_m=3_j=15_t=20_var=1.csv,iter_123_perturbed_vnd_job_exchange_vnd_job_exchange,2250,227.79361844062805,10,76
ins121_m=3_j=15_t=20_var=1.csv,iter_2194_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_two_opt_vnd_swap,2250,227.79361844062805,10,76
ins121_m=3_j=15_t=20_var=1.csv,iter_2129_perturbed_vnd_swap,2250,227.79361844062805,11,62
ins121_m=3_j=15_t=20_var=1.csv,iter_1479_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_two_opt,2250,227.79361844062805,12,61
ins121_m=3_j=15_t=20_var=1.csv,iter_1294_perturbed_vnd_job_exchange_vnd_swap_vnd_swap,2250,227.79361844062805,13,52
ins121_m=3_j=15_t=20_var=1.csv,iter_2242_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_swap_vnd_swap,2250,227.79361844062805,13,52
ins121_m=3_j=15_t=20_var=1.csv,iter_2239_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_insertion_vnd_insertion,2250,227.79361844062805,14,45
ins121_m=3_j=15_t=20_var=1.csv,iter_2235_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_insertion_vnd_insertion,2250,227.79361844062805,15,42
ins121_m=3_j=15_t=20_var=1.csv,iter_1013_perturbed_vnd_insertion_vnd_job_exchange_vnd_insertion,2250,227.79361844062805,17,41
ins121_m=3_j=15_t=20_var=1.csv,iter_1753_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_swap,2250,227.79361844062805,17,41
