instance,solution_id,iterations,execution_time,tool_switches,makespan
ins121_m=3_j=15_t=20_var=1.csv,iter_2065_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_one_block,2250,233.83773612976074,10,79
ins121_m=3_j=15_t=20_var=1.csv,iter_2128_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_swap,2250,233.83773612976074,11,76
ins121_m=3_j=15_t=20_var=1.csv,iter_2084_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_insertion,2250,233.83773612976074,12,64
ins121_m=3_j=15_t=20_var=1.csv,iter_2250_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_two_opt_vnd_two_opt_vnd_insertion_vnd_job_exchange,2250,233.83773612976074,12,64
ins121_m=3_j=15_t=20_var=1.csv,iter_1946_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange,2250,233.83773612976074,13,52
ins121_m=3_j=15_t=20_var=1.csv,iter_2239_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap,2250,233.83773612976074,13,52
ins121_m=3_j=15_t=20_var=1.csv,iter_2107_perturbed_vnd_insertion_vnd_insertion,2250,233.83773612976074,14,44
ins121_m=3_j=15_t=20_var=1.csv,iter_2186_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_insertion_vnd_insertion_vnd_insertion,2250,233.83773612976074,15,42
ins121_m=3_j=15_t=20_var=1.csv,iter_1514_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_insertion_vnd_job_exchange,2250,233.83773612976074,18,41
ins121_m=3_j=15_t=20_var=1.csv,iter_1750_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_swap_vnd_insertion_vnd_job_exchange_vnd_two_opt_vnd_insertion_vnd_job_exchange_vnd_swap_vnd_job_exchange,2250,233.83773612976074,18,41
