instance,makespan,execution_time,machine_id,jobs
ins632_m=6_j=120_t=120_sw=h_dens=d_var=12,3392.0,21.195867776870728,0,26;46;114;3;109;112;104;11;49;16;85;41;99;103;73;59;7;80;66;74
ins632_m=6_j=120_t=120_sw=h_dens=d_var=12,3392.0,21.195867776870728,1,46;92;29;82;69;112;54;36;23;48;39;43;79;111;110;3;114;103;14;38
ins632_m=6_j=120_t=120_sw=h_dens=d_var=12,3392.0,21.195867776870728,2,5;42;82;20;48;39;67;25;86;96;88;105;58;94;50;75;52;83;19;28
ins632_m=6_j=120_t=120_sw=h_dens=d_var=12,3392.0,21.195867776870728,3,98;75;93;28;32;77;78;4;102;90;34;107;87;27;53;114;2;57;76;71
ins632_m=6_j=120_t=120_sw=h_dens=d_var=12,3392.0,21.195867776870728,4,113;95;9;84;99;103;20;35;89;57;119;106;78;51;60;65;40;37;108;45
ins632_m=6_j=120_t=120_sw=h_dens=d_var=12,3392.0,21.195867776870728,5,101;33;72;100;10;30;61;6;55;62;18;97;21;1;56;24;118;60;47;14
