instance,makespan,execution_time,machine_id,jobs
ins59_m=2_j=10_t=15_var=19,39.0,2.011627674102783,0,8;5;7;9;3
ins59_m=2_j=10_t=15_var=19,39.0,2.011627674102783,1,6;4;7;8;5
