instance,makespan,execution_time,machine_id,jobs
ins19_m=2_j=10_t=10_var=19,32.0,2.023375988006592,0,3;1;9;0;8
ins19_m=2_j=10_t=10_var=19,32.0,2.023375988006592,1,0;9;5;6;2
