instance,solution_id,iterations,execution_time,tool_switches,makespan
ins1_m=2_j=10_t=10_var=1.csv,iter_911_perturbed_vnd_swap,1000,34.93663740158081,3,58
ins1_m=2_j=10_t=10_var=1.csv,iter_968_perturbed_vnd_swap,1000,34.93663740158081,3,58
ins1_m=2_j=10_t=10_var=1.csv,iter_983_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange,1000,34.93663740158081,3,58
ins1_m=2_j=10_t=10_var=1.csv,iter_903_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_swap,1000,34.93663740158081,3,58
ins1_m=2_j=10_t=10_var=1.csv,iter_998_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_swap,1000,34.93663740158081,3,58
ins1_m=2_j=10_t=10_var=1.csv,iter_961_perturbed_vnd_job_exchange_vnd_job_exchange,1000,34.93663740158081,3,58
ins1_m=2_j=10_t=10_var=1.csv,iter_979_perturbed,1000,34.93663740158081,3,58
ins1_m=2_j=10_t=10_var=1.csv,iter_999_perturbed_vnd_job_exchange,1000,34.93663740158081,3,58
ins1_m=2_j=10_t=10_var=1.csv,iter_11_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_insertion_vnd_swap_vnd_swap,1000,34.93663740158081,4,32
ins1_m=2_j=10_t=10_var=1.csv,iter_1000_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_swap,1000,34.93663740158081,4,32
