instance,solution_id,iterations,execution_time,tool_switches,makespan
ins1_m=2_j=10_t=10_var=1.csv,iter_905_perturbed_vnd_job_exchange,1000,38.07950806617737,3,59
ins1_m=2_j=10_t=10_var=1.csv,iter_882_perturbed,1000,38.07950806617737,3,59
ins1_m=2_j=10_t=10_var=1.csv,iter_973_perturbed,1000,38.07950806617737,3,59
ins1_m=2_j=10_t=10_var=1.csv,iter_872_perturbed,1000,38.07950806617737,3,59
ins1_m=2_j=10_t=10_var=1.csv,iter_893_perturbed_vnd_swap,1000,38.07950806617737,3,59
ins1_m=2_j=10_t=10_var=1.csv,iter_786_perturbed_vnd_swap,1000,38.07950806617737,3,59
ins1_m=2_j=10_t=10_var=1.csv,iter_913_perturbed_vnd_swap_vnd_swap,1000,38.07950806617737,3,59
ins1_m=2_j=10_t=10_var=1.csv,iter_978_perturbed_vnd_job_exchange,1000,38.07950806617737,3,59
ins1_m=2_j=10_t=10_var=1.csv,iter_55_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange_vnd_two_opt,1000,38.07950806617737,4,32
ins1_m=2_j=10_t=10_var=1.csv,iter_997_perturbed_vnd_job_exchange_vnd_two_opt,1000,38.07950806617737,4,32
