instance,solution_id,iterations,execution_time,tool_switches,makespan
ins1_m=2_j=10_t=10_var=1.csv,iter_945_perturbed,1000,39.05465078353882,3,59
ins1_m=2_j=10_t=10_var=1.csv,iter_957_perturbed,1000,39.05465078353882,3,59
ins1_m=2_j=10_t=10_var=1.csv,iter_825_perturbed,1000,39.05465078353882,3,59
ins1_m=2_j=10_t=10_var=1.csv,iter_983_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_job_exchange,1000,39.05465078353882,3,59
ins1_m=2_j=10_t=10_var=1.csv,iter_852_perturbed_vnd_swap_vnd_swap,1000,39.05465078353882,3,59
ins1_m=2_j=10_t=10_var=1.csv,iter_988_perturbed_vnd_swap,1000,39.05465078353882,3,59
ins1_m=2_j=10_t=10_var=1.csv,iter_621_perturbed,1000,39.05465078353882,3,59
ins1_m=2_j=10_t=10_var=1.csv,iter_995_perturbed_vnd_job_exchange,1000,39.05465078353882,3,59
ins1_m=2_j=10_t=10_var=1.csv,iter_137_perturbed_vnd_job_exchange_vnd_job_exchange_vnd_two_opt,1000,39.05465078353882,4,32
ins1_m=2_j=10_t=10_var=1.csv,iter_977_perturbed_vnd_two_opt,1000,39.05465078353882,4,32
