instance,makespan,execution_time,machine_id,jobs
ins44_m=2_j=10_t=15_var=4,35.0,2.031421661376953,0,0;3;8;9;5
ins44_m=2_j=10_t=15_var=4,35.0,2.031421661376953,1,6;0;3;9;2
